user,item,correct
61583,98,1.0
623,22,0.0
82285,88,1.0
83773,202,1.0
46048,74,1.0
92987,279,1.0
81990,178,0.0
78387,210,1.0
86135,679,1.0
35614,76,1.0
12641,244,1.0
64978,159,1.0
92207,129,1.0
23496,133,1.0
5252,293,0.0
14492,80,1.0
24744,2,1.0
21647,72,1.0
80172,2,1.0
6601,496,0.0
40216,200,1.0
86973,300,1.0
7948,81,1.0
75994,6,1.0
37488,8,1.0
23879,334,1.0
74088,75,1.0
24478,29,0.0
59830,234,1.0
48459,12,1.0
10083,67,1.0
98196,893,1.0
1134,11,1.0
26890,2,1.0
26953,230,1.0
17292,209,0.0
67985,6,1.0
96552,60,0.0
40700,232,1.0
11012,523,1.0
98413,296,1.0
19342,316,1.0
43955,2,1.0
59812,113,1.0
66767,2,1.0
4672,85,1.0
62411,6,1.0
90674,298,1.0
91510,4,1.0
44147,2,1.0
62875,232,1.0
77401,56,1.0
67391,131,0.0
80530,481,1.0
98979,72,1.0
44442,10,1.0
69189,76,1.0
95229,257,0.0
89652,305,1.0
88464,72,1.0
57544,232,1.0
87196,75,1.0
89490,1,1.0
94548,155,1.0
34643,198,1.0
47364,31,1.0
11652,35,1.0
67003,60,0.0
34848,112,1.0
54750,2,1.0
53784,35,0.0
55588,75,1.0
48314,93,1.0
78051,235,0.0
23040,199,0.0
28600,6,1.0
8678,199,1.0
55178,108,0.0
66881,76,1.0
24794,550,0.0
91274,92,1.0
63469,2,1.0
64354,232,1.0
18661,416,1.0
70238,2,1.0
42152,223,1.0
68708,154,1.0
71282,6,1.0
67865,278,1.0
24829,7,1.0
57456,223,1.0
52066,175,1.0
64577,117,1.0
3734,2,1.0
84371,129,1.0
69747,247,0.0
15096,72,1.0
13031,331,1.0
10418,76,1.0
40984,75,1.0
82621,215,1.0
54375,165,1.0
70526,257,0.0
21228,72,1.0
28559,6,1.0
16646,361,0.0
84157,593,1.0
70073,3,1.0
60147,130,0.0
87192,202,1.0
83714,4,1.0
17453,247,1.0
45323,142,0.0
29398,160,1.0
92300,156,0.0
65038,248,1.0
88320,11,0.0
46281,59,1.0
51305,72,1.0
72978,103,1.0
29935,171,0.0
19980,92,1.0
9323,267,0.0
49460,18,0.0
25055,75,1.0
8386,366,1.0
92513,361,1.0
5288,894,1.0
60877,82,1.0
8100,285,1.0
61677,165,1.0
92535,35,1.0
7408,35,1.0
71824,199,0.0
56018,20,1.0
99970,316,1.0
86622,3,1.0
27323,248,1.0
17259,247,0.0
87194,113,1.0
12321,92,1.0
92132,416,1.0
90478,81,1.0
4430,33,1.0
47595,120,1.0
56058,6,1.0
73997,56,1.0
70105,8,1.0
59944,10,1.0
7203,12,0.0
97136,216,1.0
74734,129,1.0
23383,118,0.0
46333,212,1.0
76526,4,1.0
83634,7,1.0
82893,90,1.0
34573,38,1.0
9062,156,1.0
17507,2,1.0
73007,413,1.0
96174,298,0.0
29573,2,0.0
8833,2,1.0
24742,330,1.0
79004,21,0.0
51761,56,1.0
19137,298,1.0
25899,23,1.0
93737,16,1.0
56405,8,0.0
5032,56,1.0
27821,7,1.0
69692,73,1.0
72085,7,1.0
38820,1,1.0
6337,5,1.0
27200,22,0.0
47437,210,1.0
63136,56,1.0
51778,56,1.0
82553,430,1.0
78507,34,1.0
95296,298,1.0
21419,72,1.0
63115,7,1.0
5086,247,0.0
92301,537,1.0
89060,218,0.0
28251,21,1.0
97630,280,1.0
59697,356,1.0
15140,355,1.0
26158,267,1.0
99938,114,1.0
75543,4,1.0
7012,11,1.0
82112,84,0.0
84882,82,1.0
60561,56,1.0
43775,35,1.0
52740,11,1.0
10116,11,1.0
71275,35,1.0
48690,56,1.0
81413,280,1.0
56153,215,1.0
10420,7,1.0
89890,232,0.0
23788,99,1.0
96650,7,1.0
15586,161,1.0
53337,104,0.0
84026,23,1.0
80924,31,1.0
3141,47,1.0
7030,60,0.0
79392,417,1.0
36050,218,0.0
45183,81,1.0
94968,234,0.0
82426,175,1.0
42884,78,0.0
6491,2,1.0
81111,37,1.0
14710,6,1.0
69156,232,1.0
89347,12,0.0
22956,210,1.0
73820,280,1.0
98092,108,0.0
63234,1,1.0
35797,165,1.0
81206,4,1.0
73911,3,1.0
38217,1,1.0
45646,16,1.0
18670,99,0.0
5476,107,1.0
88664,416,1.0
61030,304,1.0
5889,35,0.0
72496,81,1.0
61146,164,0.0
93134,3,1.0
37224,35,1.0
20330,357,0.0
78492,7,1.0
93789,3,1.0
69642,8,1.0
18724,6,1.0
30983,113,1.0
54582,4,1.0
1017,75,1.0
4456,8,1.0
6729,199,0.0
48938,206,1.0
4266,178,0.0
58728,155,1.0
14651,112,1.0
20113,4,1.0
99903,156,1.0
31144,815,1.0
90278,431,1.0
2758,212,1.0
43328,2,1.0
73424,39,1.0
19498,99,1.0
30749,215,1.0
86026,33,1.0
49216,159,0.0
21002,2,1.0
83517,90,1.0
54079,416,1.0
21607,16,1.0
91452,3,1.0
9473,21,1.0
53707,298,1.0
65987,56,1.0
96658,11,1.0
27843,178,1.0
81150,3,1.0
1969,39,0.0
22748,12,0.0
99937,33,0.0
10067,35,0.0
11667,73,1.0
17194,22,0.0
16148,160,1.0
85539,1014,0.0
45425,20,1.0
34997,211,0.0
25311,12,0.0
79058,249,0.0
1639,40,0.0
92867,4,1.0
16806,433,1.0
46107,6,1.0
25814,135,1.0
9766,267,0.0
19119,25,1.0
42969,220,1.0
48624,154,1.0
4880,422,1.0
57009,21,0.0
12371,127,1.0
97023,179,1.0
16290,72,1.0
53111,73,1.0
93908,156,1.0
11569,18,0.0
2817,115,1.0
33140,448,0.0
4972,104,0.0
2738,210,1.0
15736,130,0.0
99658,8,0.0
60001,305,0.0
36981,164,1.0
87900,83,0.0
85873,236,0.0
66323,21,1.0
7353,99,1.0
38542,98,1.0
59358,178,0.0
76503,199,1.0
96981,7,1.0
64305,690,0.0
5330,8,0.0
814,2,1.0
72599,22,0.0
71381,29,1.0
33089,6,1.0
35268,522,1.0
64613,4,1.0
15613,12,1.0
84597,156,0.0
18128,7,1.0
17468,247,0.0
58566,257,0.0
83588,1,1.0
43851,288,0.0
37533,345,1.0
70980,175,1.0
11948,121,0.0
25893,89,1.0
35731,1,1.0
51470,298,1.0
40250,105,0.0
33692,82,1.0
12726,2,1.0
82681,215,1.0
82308,7,1.0
17843,1,1.0
14312,3,1.0
80272,209,1.0
4919,165,1.0
54706,59,1.0
87154,283,1.0
80706,229,1.0
50909,8,0.0
75037,114,1.0
21469,174,1.0
33512,178,0.0
70756,293,0.0
80739,530,1.0
98134,216,1.0
71471,34,1.0
74607,856,0.0
73535,7,1.0
79195,267,0.0
5774,167,1.0
99078,115,1.0
15967,18,0.0
63009,56,1.0
56599,72,1.0
46039,234,1.0
42525,89,1.0
26962,98,0.0
89263,156,0.0
4796,61,1.0
25063,21,1.0
18585,3,1.0
75271,6,1.0
1159,2,0.0
32908,3,1.0
1900,87,0.0
94007,3,1.0
56824,32,1.0
78453,58,1.0
87507,156,1.0
50718,126,1.0
77576,21,0.0
59020,223,1.0
20377,7,1.0
37215,76,0.0
17392,8,1.0
80233,4,1.0
42715,89,1.0
3123,11,1.0
13754,75,1.0
55542,154,1.0
95131,2,0.0
46926,12,0.0
53230,280,1.0
55980,304,0.0
49645,7,1.0
15613,195,0.0
6269,21,0.0
12214,96,1.0
78689,244,0.0
73613,223,0.0
21422,72,1.0
11437,18,0.0
10428,56,1.0
72641,35,1.0
80142,73,1.0
11167,17,1.0
61689,165,1.0
41811,21,0.0
33162,122,0.0
78177,176,1.0
79284,156,0.0
43106,99,0.0
17834,11,1.0
36406,283,0.0
15222,28,1.0
16545,18,1.0
59234,73,1.0
91698,91,1.0
89069,10,1.0
42317,2,1.0
44060,72,1.0
30774,174,1.0
53818,225,1.0
55947,156,0.0
56033,93,1.0
6271,8,0.0
95039,181,0.0
28818,6,1.0
14873,3,1.0
24896,179,1.0
54693,36,1.0
73824,257,0.0
56937,8,0.0
5334,101,1.0
4311,7,1.0
35001,259,0.0
12454,2,1.0
12605,10,1.0
52361,76,1.0
77329,625,1.0
53902,56,1.0
98567,91,1.0
2866,3,1.0
47100,22,1.0
32429,284,1.0
46918,75,1.0
56681,75,1.0
74054,416,0.0
80103,114,0.0
43806,4,1.0
63167,247,0.0
54586,8,0.0
15337,127,0.0
81245,210,1.0
88286,461,1.0
44975,569,1.0
78451,130,0.0
31229,163,1.0
98795,3,1.0
60121,115,1.0
33334,112,1.0
69565,90,1.0
41869,39,1.0
46474,35,1.0
83339,280,0.0
65154,72,1.0
13587,4,1.0
10564,210,1.0
73741,3,1.0
25748,36,0.0
96592,300,1.0
24090,117,1.0
19917,97,1.0
690,78,0.0
15997,11,1.0
91687,209,0.0
24023,156,1.0
96164,8,0.0
18107,12,0.0
31872,58,1.0
73348,308,1.0
9334,2,1.0
35104,2,1.0
57246,29,0.0
35058,244,0.0
3393,11,1.0
77780,154,1.0
38832,6,1.0
93168,7,1.0
83224,232,0.0
55032,6,1.0
36173,20,1.0
49676,2,1.0
29056,130,1.0
36639,56,1.0
16729,18,1.0
93915,5,1.0
33277,3,1.0
52224,344,0.0
26873,200,1.0
49889,35,1.0
14103,89,1.0
81182,4,1.0
8888,56,1.0
12044,283,1.0
73578,627,1.0
91764,72,1.0
46321,298,1.0
56944,130,0.0
90694,93,0.0
28349,199,1.0
35500,84,1.0
65953,156,0.0
94788,416,1.0
58686,195,0.0
89312,215,1.0
82600,199,0.0
80279,321,0.0
48932,281,1.0
77016,93,0.0
75256,81,0.0
23201,35,1.0
9419,91,1.0
80980,245,1.0
34236,130,1.0
4966,246,1.0
38455,145,1.0
46571,30,1.0
59758,34,1.0
89276,293,0.0
84072,34,1.0
26571,18,0.0
8175,97,0.0
20233,244,0.0
70521,245,1.0
26101,270,1.0
9037,115,1.0
69504,6,1.0
84058,308,1.0
1395,292,1.0
85565,446,0.0
34273,209,0.0
25224,46,0.0
74004,11,1.0
79254,305,0.0
18881,21,0.0
95297,179,1.0
87192,35,0.0
92664,174,1.0
31098,177,1.0
26664,31,1.0
19003,75,1.0
41367,18,1.0
98896,267,1.0
57831,99,0.0
80556,75,1.0
23512,103,1.0
24566,6,1.0
55275,2,1.0
17498,89,1.0
40927,577,1.0
56877,8,0.0
94370,232,0.0
4695,360,1.0
61741,236,1.0
32709,96,1.0
91825,113,1.0
75569,3,1.0
89195,21,1.0
41293,18,1.0
10712,1,1.0
19775,351,1.0
5724,90,1.0
93449,10,1.0
60718,244,1.0
39714,304,1.0
72471,115,1.0
91438,116,0.0
3476,6,1.0
68688,8,0.0
17643,248,1.0
72743,126,1.0
71892,499,1.0
23679,72,1.0
23949,132,1.0
92413,179,1.0
76600,248,1.0
96106,176,0.0
16637,165,1.0
21148,230,0.0
6547,434,1.0
92059,158,1.0
7024,104,0.0
74248,89,1.0
92681,297,0.0
46769,104,0.0
75719,857,0.0
14399,11,1.0
5815,7,1.0
12987,34,1.0
67407,429,1.0
49390,249,1.0
90648,345,1.0
82226,114,1.0
93369,120,1.0
87711,114,1.0
66565,279,1.0
15431,483,0.0
92413,6,1.0
5287,577,0.0
74350,160,1.0
93116,279,1.0
3268,75,1.0
4100,81,1.0
32826,11,1.0
11373,72,1.0
68691,235,1.0
65414,199,1.0
29270,31,0.0
973,7,1.0
89789,47,1.0
93367,20,0.0
31829,21,0.0
80904,58,1.0
82014,90,1.0
30004,12,0.0
60475,188,1.0
63931,2,1.0
48983,8,0.0
81567,240,1.0
25547,12,0.0
81818,102,1.0
94408,377,1.0
68767,223,1.0
84171,3,1.0
53843,230,0.0
53563,415,1.0
80993,278,1.0
69963,235,1.0
18433,152,1.0
4315,112,1.0
87309,212,0.0
10225,11,1.0
48007,99,1.0
37255,12,0.0
63481,5,1.0
50011,22,0.0
88136,155,1.0
95592,232,0.0
17322,209,1.0
24910,24,1.0
22173,35,1.0
7467,44,1.0
92120,257,0.0
49922,280,0.0
56476,117,1.0
55840,56,1.0
68532,11,1.0
90818,76,1.0
32060,76,1.0
44752,90,1.0
56515,6,1.0
18372,32,1.0
66715,11,1.0
27508,10,1.0
42972,6,1.0
65252,2,1.0
75368,225,0.0
54711,310,1.0
99609,8,1.0
66101,23,1.0
15296,29,0.0
1806,7,1.0
64904,18,1.0
89653,72,1.0
93910,4,1.0
24516,247,0.0
10689,244,1.0
95681,210,1.0
89204,79,1.0
25159,267,0.0
17221,99,1.0
62700,257,0.0
79058,7,1.0
51016,34,1.0
81542,236,1.0
97488,126,1.0
63172,3,1.0
77801,208,1.0
90794,207,1.0
38306,13,1.0
76858,199,1.0
41962,117,1.0
40453,18,0.0
66875,11,1.0
59251,481,1.0
92620,75,1.0
53718,226,0.0
67733,3,1.0
39819,80,1.0
92043,4,1.0
47327,39,0.0
40706,13,1.0
99909,285,1.0
76779,20,0.0
45306,40,1.0
64548,178,0.0
91753,199,0.0
47274,244,1.0
67376,76,0.0
69989,614,1.0
58133,283,1.0
127,79,0.0
42093,268,1.0
22945,122,0.0
10694,11,1.0
88558,536,0.0
62300,89,1.0
6865,6,1.0
96729,6,1.0
35903,200,0.0
6835,86,1.0
37512,56,1.0
19937,35,1.0
67825,72,1.0
24498,23,1.0
49509,280,1.0
60665,178,1.0
72101,33,1.0
1678,3,1.0
52726,75,1.0
4255,102,1.0
27307,232,0.0
73980,570,0.0
23669,0,1.0
10464,3,1.0
62989,75,1.0
86185,256,1.0
32058,282,1.0
73048,6,1.0
66923,308,1.0
21285,12,1.0
68769,416,1.0
66492,78,0.0
34622,241,1.0
39895,84,1.0
65337,375,1.0
86092,27,1.0
85171,74,1.0
48698,199,0.0
96109,225,0.0
56718,22,1.0
52936,88,1.0
96436,39,0.0
77554,88,1.0
73643,256,1.0
65268,29,1.0
83499,6,1.0
78054,21,1.0
59183,232,1.0
73157,113,1.0
98192,790,1.0
71077,304,1.0
38283,210,1.0
35064,73,1.0
83842,7,1.0
71775,298,1.0
64150,129,1.0
7110,2,1.0
41424,3,1.0
87681,164,0.0
65398,230,1.0
6229,73,1.0
43708,283,1.0
73827,91,1.0
71178,6,1.0
74846,130,1.0
68703,56,1.0
67964,79,0.0
99108,299,0.0
87405,3,1.0
44556,501,1.0
99877,180,1.0
93934,3,1.0
55618,200,1.0
95759,32,1.0
79430,248,1.0
74344,88,0.0
47267,291,1.0
49875,5,0.0
50639,225,0.0
40544,4,1.0
41486,12,0.0
76560,12,0.0
79227,156,0.0
48060,156,1.0
58547,7,1.0
19409,7,1.0
99878,316,1.0
36509,81,0.0
90275,74,1.0
7039,23,0.0
41748,212,0.0
67652,257,1.0
26073,7,1.0
92835,207,1.0
86759,179,1.0
32059,23,0.0
38706,223,1.0
61675,360,1.0
57303,60,0.0
46190,116,1.0
90831,56,1.0
12184,218,1.0
70356,29,1.0
26894,202,1.0
14467,219,1.0
77892,1,1.0
45084,12,0.0
93185,174,1.0
31291,81,1.0
65498,236,0.0
96804,74,1.0
76456,244,1.0
93577,72,1.0
50864,165,1.0
50825,6,1.0
55044,82,1.0
94771,16,1.0
18947,288,0.0
59536,175,1.0
43321,21,0.0
85042,320,1.0
48660,4,1.0
284,34,1.0
44036,78,0.0
19015,298,1.0
68044,56,1.0
83241,308,1.0
41766,3,1.0
78576,91,1.0
94338,135,1.0
44085,22,1.0
98400,2,0.0
24352,6,1.0
23445,257,1.0
69139,107,1.0
28861,268,0.0
6995,84,1.0
4160,223,1.0
99236,1,1.0
64357,99,1.0
64104,106,1.0
42235,103,1.0
99736,136,1.0
68844,4,1.0
79430,304,1.0
58595,205,1.0
34849,56,1.0
31146,6,1.0
86888,112,1.0
5118,218,0.0
59286,57,1.0
91503,1,1.0
91757,266,1.0
15657,299,1.0
49595,72,1.0
15386,211,0.0
43776,75,1.0
57114,207,1.0
24274,110,1.0
11752,11,1.0
18518,31,1.0
86740,67,1.0
87940,4,1.0
43944,7,1.0
11294,177,1.0
54889,224,1.0
2419,6,1.0
31381,210,1.0
10831,234,1.0
67534,695,0.0
97392,72,1.0
32815,18,0.0
32138,92,1.0
75089,30,1.0
95435,298,0.0
16917,304,1.0
11667,53,0.0
38062,31,1.0
74740,530,1.0
17140,244,1.0
75570,280,1.0
65567,2,1.0
9458,99,1.0
38405,6,1.0
19197,12,0.0
1744,99,1.0
19629,39,1.0
46321,267,1.0
8254,57,1.0
27831,200,1.0
50759,21,1.0
28529,160,1.0
87580,18,0.0
24674,322,1.0
41837,7,1.0
10559,163,1.0
11937,81,1.0
27908,52,0.0
88502,429,1.0
54383,60,1.0
76881,208,1.0
34258,127,0.0
39162,11,1.0
55535,1082,1.0
95080,247,1.0
29064,257,1.0
43698,19,1.0
82486,29,1.0
50276,12,0.0
78778,30,1.0
25355,74,1.0
83322,4,1.0
34835,179,1.0
76691,5,1.0
79840,24,1.0
60391,3,1.0
42266,817,1.0
39978,76,1.0
92244,78,0.0
7771,24,1.0
64490,199,0.0
8655,179,1.0
97936,156,1.0
58309,33,1.0
4355,85,1.0
65974,2,1.0
25693,18,0.0
50046,4,1.0
27422,158,1.0
16873,93,1.0
98121,31,1.0
93367,75,1.0
66557,21,1.0
75218,210,1.0
18508,179,0.0
82219,179,1.0
65085,114,0.0
12807,163,1.0
16704,2,0.0
36876,12,1.0
77631,230,1.0
76579,178,0.0
77733,209,1.0
83999,230,0.0
78033,75,1.0
93622,24,0.0
91680,91,1.0
92913,156,0.0
67641,154,1.0
5404,59,1.0
95837,178,1.0
31542,232,1.0
11482,200,1.0
75786,34,1.0
92667,210,1.0
79538,712,0.0
99001,682,0.0
42564,11,1.0
88530,129,1.0
62505,115,1.0
51691,316,1.0
69693,155,1.0
79790,296,1.0
39878,131,1.0
91649,6,1.0
93289,72,1.0
51354,2,1.0
30152,3,1.0
24611,22,0.0
11868,2,1.0
55994,33,1.0
77367,22,0.0
82274,8,0.0
29983,100,1.0
53769,76,1.0
95448,4,1.0
47722,12,0.0
11189,174,1.0
27011,2,1.0
32409,23,1.0
77790,93,1.0
20407,1,1.0
77429,76,1.0
78135,75,1.0
63445,354,0.0
94597,229,0.0
95043,2,1.0
51116,21,0.0
48663,344,0.0
62346,248,0.0
27231,18,0.0
74129,156,1.0
34863,32,1.0
20082,450,0.0
49120,72,1.0
51271,6,1.0
41147,34,1.0
27399,73,1.0
19299,18,0.0
81607,215,1.0
75158,331,1.0
42416,90,0.0
57162,280,1.0
50537,3,1.0
73328,244,1.0
61887,84,0.0
94050,56,1.0
47725,6,1.0
59,6,1.0
93216,5,1.0
80783,576,0.0
18032,96,1.0
50523,247,0.0
36017,73,1.0
9278,56,1.0
33441,92,1.0
97682,156,1.0
32909,75,1.0
70464,238,1.0
69133,302,1.0
22273,32,1.0
60518,499,1.0
63348,77,0.0
26338,20,1.0
43249,286,1.0
51839,4,1.0
33881,205,1.0
94268,111,1.0
9067,35,1.0
48550,321,0.0
25290,216,1.0
68853,75,1.0
42596,229,1.0
42389,21,0.0
80217,922,1.0
17069,81,0.0
70666,88,1.0
43059,81,1.0
11064,9,1.0
44502,81,1.0
47449,73,1.0
51091,18,0.0
20542,130,0.0
49640,22,0.0
9338,27,0.0
93519,309,1.0
16489,102,1.0
10409,16,1.0
8393,4,1.0
56051,29,1.0
91152,27,1.0
22090,216,1.0
37801,81,1.0
94158,208,1.0
696,163,0.0
41197,163,1.0
48303,3,1.0
13381,244,1.0
89876,121,0.0
4827,31,1.0
5367,2,1.0
86062,72,1.0
71358,113,1.0
86473,199,0.0
36824,267,0.0
69199,531,1.0
47594,74,1.0
6280,80,1.0
28871,501,1.0
56045,128,1.0
65627,1,1.0
31381,361,1.0
93066,104,0.0
13029,168,1.0
9803,105,1.0
93500,60,1.0
17162,218,1.0
31248,61,0.0
50131,32,1.0
59196,78,0.0
10159,157,1.0
2838,3,1.0
16285,247,1.0
47302,113,1.0
39245,232,0.0
91424,228,1.0
78248,109,0.0
71325,364,1.0
90113,293,0.0
7827,7,1.0
3651,198,0.0
43442,156,0.0
42795,200,1.0
41515,600,1.0
53228,530,1.0
57995,268,0.0
17290,126,1.0
44866,79,1.0
22479,67,0.0
60291,6,1.0
97681,217,1.0
50549,4,1.0
65037,280,0.0
82551,227,1.0
10725,330,1.0
74502,379,1.0
76221,112,1.0
37092,163,1.0
29354,208,1.0
80304,344,0.0
17896,18,1.0
82373,7,1.0
98905,6,1.0
64270,99,1.0
80692,321,0.0
82573,211,1.0
87155,230,1.0
54073,666,0.0
55474,99,0.0
89108,74,1.0
29557,111,1.0
14491,92,1.0
23953,10,1.0
25581,4,1.0
84680,200,1.0
24881,0,1.0
69779,199,0.0
76934,75,1.0
91535,156,0.0
11600,2,1.0
14239,134,1.0
41884,2,1.0
94694,88,1.0
90643,4,1.0
8055,199,1.0
63761,230,1.0
93109,7,1.0
83067,8,1.0
56164,292,1.0
99448,199,1.0
169,4,1.0
59388,156,0.0
26156,18,1.0
2684,73,1.0
14628,199,1.0
12216,120,1.0
77226,84,0.0
86162,76,0.0
56917,1,1.0
95409,28,1.0
36806,56,1.0
83590,7,1.0
24835,334,1.0
60805,76,0.0
11549,164,1.0
83357,75,1.0
97794,56,1.0
83856,17,1.0
62397,90,1.0
98287,1,1.0
66153,236,1.0
43599,96,1.0
14742,10,1.0
1783,75,1.0
44497,3,1.0
82939,412,1.0
91730,94,1.0
42739,364,1.0
93917,611,1.0
120,220,0.0
76457,115,1.0
35827,102,1.0
70312,35,1.0
77531,25,1.0
48945,2,1.0
68676,235,1.0
35029,4,1.0
59130,72,1.0
25383,4,1.0
63505,76,0.0
96771,72,1.0
56732,4,1.0
64508,3,1.0
46982,74,1.0
89988,577,1.0
89405,207,1.0
6963,198,0.0
58774,7,1.0
56073,232,1.0
99342,4,1.0
39972,72,1.0
38916,2,1.0
93971,666,0.0
18236,209,1.0
9677,2,1.0
81407,215,1.0
87051,666,1.0
98711,206,1.0
58015,21,1.0
93363,3,1.0
10695,18,0.0
23816,31,1.0
18843,7,1.0
6143,206,1.0
81649,10,1.0
68626,7,1.0
10432,299,1.0
4939,20,1.0
15172,78,0.0
55800,18,0.0
6152,89,1.0
5256,205,1.0
73225,199,1.0
69630,84,1.0
85050,230,1.0
98959,174,1.0
38934,200,1.0
39121,37,1.0
53814,156,0.0
14221,364,1.0
69283,179,1.0
30760,73,1.0
47653,73,1.0
36249,24,0.0
69698,101,0.0
60585,86,1.0
14372,59,1.0
27571,3,1.0
61107,228,0.0
15520,188,1.0
22254,20,1.0
13546,73,1.0
43201,13,1.0
23446,34,1.0
98730,215,1.0
67568,3,1.0
51152,4,1.0
7881,8,1.0
705,142,1.0
87649,566,1.0
5171,23,1.0
60709,1,1.0
35810,39,1.0
96873,19,1.0
2037,257,1.0
65225,215,1.0
69982,6,1.0
76968,75,1.0
74176,321,1.0
24360,24,0.0
31070,35,0.0
95991,7,1.0
61450,321,1.0
72261,164,0.0
76826,257,0.0
87447,431,1.0
15612,432,1.0
98942,245,1.0
21078,79,0.0
66899,130,1.0
36672,12,1.0
97400,525,1.0
90127,364,1.0
68535,230,1.0
58349,278,1.0
42308,21,1.0
87467,56,1.0
19704,577,1.0
26557,16,1.0
94191,112,1.0
13435,3,1.0
9612,136,1.0
72862,31,0.0
28546,84,1.0
57127,17,1.0
12468,80,1.0
67707,13,1.0
13229,56,1.0
26285,93,1.0
72960,126,1.0
32675,201,0.0
72727,115,0.0
14494,110,0.0
63824,5,0.0
27507,236,1.0
9738,30,1.0
81903,78,0.0
95062,56,1.0
20265,210,1.0
18326,18,0.0
71570,2,1.0
60900,210,1.0
47192,18,0.0
37485,178,1.0
1443,80,1.0
93480,21,1.0
29571,35,1.0
48042,114,1.0
88760,298,1.0
397,258,1.0
46933,72,1.0
64232,88,1.0
47259,417,1.0
37479,73,1.0
53141,32,1.0
67859,16,1.0
32581,21,1.0
75633,75,1.0
16308,123,1.0
80352,230,1.0
60043,89,1.0
35030,31,1.0
6658,367,1.0
51604,35,1.0
99777,178,0.0
71999,244,0.0
44648,223,1.0
33228,215,1.0
71903,27,1.0
91601,344,0.0
19210,32,1.0
5844,72,1.0
80560,113,1.0
32568,232,1.0
64069,5,1.0
99984,81,1.0
3263,94,0.0
38525,167,1.0
57389,156,1.0
6398,82,1.0
34562,7,1.0
69826,76,0.0
28410,21,0.0
10099,3,1.0
78434,4,1.0
42737,211,1.0
97028,156,1.0
68702,158,1.0
42523,127,0.0
78876,230,1.0
37014,209,1.0
90451,248,1.0
79873,39,1.0
59055,11,1.0
84146,17,1.0
4996,75,1.0
84329,88,1.0
8324,56,1.0
41598,261,0.0
17850,2,1.0
94373,245,0.0
68953,179,1.0
67837,12,1.0
21448,2,1.0
90239,56,1.0
41642,446,0.0
22009,199,0.0
58631,199,0.0
62393,227,0.0
18261,165,1.0
70215,73,1.0
38635,199,1.0
98884,611,1.0
30378,4,1.0
69321,56,1.0
23600,78,1.0
86501,215,0.0
59703,156,0.0
30443,3,1.0
84645,298,1.0
64550,3,1.0
3502,163,1.0
29263,20,1.0
4098,73,1.0
97594,2,1.0
22955,5,1.0
53516,7,1.0
28282,6,1.0
76741,386,1.0
94076,481,1.0
14207,107,1.0
97270,1,1.0
42028,56,1.0
6138,3,1.0
32630,210,0.0
79541,179,1.0
40740,361,1.0
56993,165,1.0
39757,76,1.0
65191,5,1.0
94263,111,1.0
50551,678,1.0
6634,3,1.0
52106,73,1.0
52833,12,0.0
48131,283,1.0
67153,111,1.0
62316,364,0.0
45475,18,0.0
49614,56,1.0
26996,129,1.0
6178,4,1.0
12923,7,1.0
75323,114,0.0
29625,232,1.0
78301,10,0.0
40996,7,1.0
30308,215,1.0
4771,195,1.0
30048,4,1.0
73045,3,0.0
92327,72,1.0
13308,177,1.0
3325,205,1.0
18478,38,1.0
16682,20,1.0
13254,6,1.0
27259,94,1.0
12364,31,1.0
34179,84,1.0
44075,33,1.0
3870,4,1.0
35728,179,1.0
43717,254,1.0
48749,156,0.0
3185,432,1.0
14245,5,1.0
68030,372,1.0
96830,156,1.0
32258,35,1.0
79124,2,1.0
66660,90,0.0
67149,3,1.0
20099,211,0.0
37263,156,1.0
44591,208,1.0
19173,999,0.0
66055,481,1.0
31751,98,0.0
42282,328,1.0
1677,273,0.0
25335,129,1.0
75467,372,1.0
61643,111,1.0
56192,178,1.0
27915,75,1.0
23012,131,0.0
21078,72,1.0
87258,72,1.0
80772,364,1.0
14552,78,0.0
70924,7,1.0
34808,114,1.0
80498,111,1.0
25376,72,1.0
89355,5,1.0
29606,11,0.0
98311,232,0.0
96211,233,1.0
47598,127,0.0
6060,7,1.0
83571,244,1.0
52670,99,1.0
59731,230,1.0
21062,126,1.0
23897,1,1.0
88599,211,0.0
97432,435,1.0
49437,79,1.0
10214,112,1.0
70763,4,1.0
35340,3,1.0
71727,2,1.0
80692,18,0.0
38034,4,1.0
91804,18,1.0
56225,75,1.0
18277,210,1.0
4930,97,0.0
64069,21,0.0
61874,280,1.0
90703,7,1.0
80650,199,0.0
49550,24,0.0
59479,11,1.0
43755,96,1.0
62889,2,1.0
98562,258,1.0
26957,268,1.0
11582,176,1.0
93392,34,1.0
40681,92,1.0
44855,115,1.0
7934,79,1.0
73854,56,1.0
51275,4,1.0
84883,210,1.0
6941,84,0.0
22986,73,1.0
94074,7,1.0
44408,207,1.0
98052,331,0.0
72869,33,1.0
68923,4,1.0
85630,210,0.0
65700,7,1.0
98292,199,0.0
10585,284,1.0
78748,211,1.0
91141,33,1.0
53870,127,0.0
60551,33,1.0
45596,6,1.0
84109,299,1.0
60663,160,1.0
34212,219,0.0
96162,82,1.0
46100,82,1.0
44608,178,0.0
26575,165,1.0
65037,577,0.0
76782,2,1.0
73181,207,1.0
37950,1,1.0
98534,75,1.0
36830,73,1.0
69564,6,1.0
35907,61,0.0
57253,22,0.0
76032,224,1.0
30830,115,1.0
